path,modified_time
C:\Users\User\AppData\Local\Temp\tmpoalx3vxn\PECmd.exe,2022-11-30 08:56:04
C:\Users\User\AppData\Local\Temp\tmpoalx3vxn\OpenSaveFilesView.exe,2022-11-30 08:56:04
C:\Users\User\AppData\Local\Temp\tmp2a7ny1xo\OpenSaveFilesView.exe,2022-11-30 08:52:28
C:\Users\User\AppData\Local\Temp\tmpkks_2c7r\PECmd.exe,2022-11-30 08:50:36
C:\Users\User\AppData\Local\Temp\tmpkks_2c7r\OpenSaveFilesView.exe,2022-11-30 08:50:36
\\?\C:\Windows\system32\conhost.exe,2022-03-09 10:13:16
C:\Windows\System32\wsl.exe,2022-03-09 10:13:36
C:\Program Files (x86)\KollusPlayer3\WebDlg.exe,2020-11-27 01:48:30
00000009	0004000f2bca0000	000a00004a610000	8664	Microsoft.MicrosoftSolitaireCollection	8wekyb3d8bbwe	,
C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,2020-12-02 22:45:24
C:\Users\User\AppData\Local\Temp\2291AE09-D05D-4065-90DC-2B78A64E943D\dismhost.exe,2021-01-16 01:50:29
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,2020-12-02 22:38:14
C:\Windows\system32\cleanmgr.exe,2021-10-07 14:32:18
C:\Windows\system32\dmclient.exe,2021-09-16 23:43:42
C:\Windows\system32\AppHostRegistrationVerifier.exe,2021-01-16 01:49:56
C:\Windows\SysWOW64\tdepend64.exe,2022-02-10 02:48:02
C:\Windows\SysWOW64\tdepend.exe,2022-02-10 02:48:06
C:\Program Files (x86)\KollusPlayer3\KollusAgent.exe,2022-05-16 01:07:16
C:\Program Files\Microsoft Office\Root\Office16\WINWORD.EXE,2022-12-13 01:10:18
C:\Windows\Lenovo\iMController\PluginHost\Lenovo.Modern.ImController.PluginHost.CompanionApp.exe,2022-01-28 11:04:38
C:\Windows\System32\wuapihost.exe,2022-11-10 12:40:00
C:\Windows\system32\MusNotificationUx.exe,2022-11-10 12:40:02
C:\Windows\system32\MusNotification.exe,2022-11-10 12:40:01
C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\Application,2022-08-30 16:12:37
C:\Program Files\NVIDIA Corporation\NvBackend\NvSHIM.exe,2021-06-09 14:19:49
C:\Program Files\AhnLab\V3Lite40\v3l4sp.exe,2022-08-31 22:11:00
C:\Program Files\Google\Chrome\Application\107.0.5304.122\elevation_service.exe,2022-11-23 22:47:14
C:\Program Files\AhnLab\V3Lite40\ArtHost.exe,2022-10-20 08:44:00
C:\Program Files (x86)\ESTsoft\ALUpdate\Alupdate.exe,2022-08-30 12:46:49
C:\Program Files (x86)\ESTsoft\ALCapture\ALCapture.exe,2022-11-07 08:57:54
C:\Program Files (x86)\Google\Update\Install\{034627DB-A779-430C-8D19-6C5E39E35822}\CR_6AACA.tmp\setup.exe,2022-11-30 06:25:58
C:\Program Files\Google\Chrome\Application\107.0.5304.121\Installer\setup.exe,2022-11-29 02:28:48
C:\Program Files (x86)\Google\Update\Install\{034627DB-A779-430C-8D19-6C5E39E35822}\107.0.5304.122_107.0.5304.121_chrome_updater.exe,2022-11-30 06:25:57
C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\SETUP.EXE,2020-06-24 07:47:17
C:\Program Files\AhnLab\V3Lite40\MUpdate2\MUpdate2.exe,2022-10-20 06:42:00
C:\Program Files\AhnLab\V3Lite40\MUpdate2\ASDTEMP\ASDUp.exe,2022-08-30 09:57:00
C:\Windows\SystemApps\NcsiUwpApp_8wekyb3d8bbwe\Application,2021-10-07 10:14:08
C:\Program Files\NVIDIA Corporation\NvBackend\NvTmRep.exe,2021-06-09 14:19:50
C:\Windows\System32\wsqmcons.exe,2022-05-11 04:27:38
C:\Program Files\AhnLab\V3Lite40\v3l4cli.exe,2022-08-09 01:54:00
C:\Program Files\AhnLab\V3Lite40\v3lite4exp.exe,2022-08-09 01:55:00
C:\ProgramData\Lenovo\ImController\Plugins\LenovoBatteryGaugePackage\x64\BGHelper.exe,2022-09-22 19:29:18
C:\Windows\SysWOW64\expand.exe,2019-12-07 09:09:26
C:\Windows\system32\expand.exe,2019-12-07 09:09:26
C:\Windows\Lenovo\iMController\PluginHost86\Lenovo.Modern.ImController.PluginHost.Device.exe,2022-01-28 11:05:22
C:\Program Files\NVIDIA Corporation\Update Core\NvProfileUpdater64.exe,2021-06-09 14:19:50
C:\Windows\system32\ApplicationFrameHost.exe,2021-01-16 01:50:13
C:\Windows\ImmersiveControlPanel\SystemSettings.exe,2022-10-14 11:26:35
C:\Windows\System32\reg.exe,2019-12-07 09:09:33
C:\Program Files\Realtek\Audio\HDA\RAVCpl64.exe,2018-01-17 19:44:44
C:\Windows\System32\SecurityHealthSystray.exe,2019-12-07 09:08:41
C:\Windows\System32\mobsync.exe,2019-12-07 09:09:47
C:\Program Files (x86)\NVIDIA Corporation\NvNode\NVIDIA Web Helper.exe,2021-06-09 14:20:08
C:\Program Files (x86)\NVIDIA Corporation\NvNode\nvnodejslauncher.exe,2021-06-09 14:20:20
C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe,2021-05-04 07:49:23
C:\Windows\system32\netsh.exe,2019-12-07 09:09:33
C:\Program Files (x86)\Google\Update\GoogleUpdate.exe,2021-10-07 10:16:13
C:\Program Files\Bandizip\Bandizip.exe,2022-11-21 05:50:21
C:\Windows\SysWOW64\schtasks.exe,2022-02-09 12:10:48
C:\Users\User\AppData\Local\Temp\tmp2dgnhuo5\WebBrowserBookmarksView.exe,2022-11-29 13:48:12
C:\Users\User\AppData\Local\Temp\tmp2dgnhuo5\OutlookAttachView.exe,2022-11-29 13:48:12
C:\Users\User\AppData\Local\Temp\tmp2dgnhuo5\UserProfilesView.exe,2022-11-29 13:48:12
C:\Users\User\AppData\Local\Temp\tmp2dgnhuo5\UserAssistView.exe,2022-11-29 13:48:12
C:\Users\User\AppData\Local\Temp\tmp2dgnhuo5\ShellBagsView.exe,2022-11-29 13:48:12
C:\Users\User\AppData\Local\Temp\tmp2dgnhuo5\NetworkInterfacesView.exe,2022-11-29 13:48:12
C:\Users\User\AppData\Local\Temp\tmp2dgnhuo5\LastActivityView.exe,2022-11-29 13:48:12
C:\Users\User\AppData\Local\Temp\tmp2dgnhuo5\JumpListsView.exe,2022-11-29 13:48:12
C:\Users\User\AppData\Local\Temp\tmp2dgnhuo5\BrowsingHistoryView.exe,2022-11-29 13:48:12
C:\Users\User\AppData\Local\Temp\tmp2dgnhuo5\BrowserDownloadsView.exe,2022-11-29 13:48:12
C:\Users\User\AppData\Local\Temp\tmp2dgnhuo5\RBCmd.exe,2022-11-29 13:48:12
C:\Users\User\AppData\Local\Temp\tmp2dgnhuo5\AppCompatCacheParser.exe,2022-11-29 13:48:12
C:\Users\User\AppData\Local\Temp\tmp2dgnhuo5\shman.exe,2022-11-29 13:48:12
C:\Users\User\AppData\Local\Temp\tmp2dgnhuo5\USBDeview.exe,2022-11-29 13:48:12
C:\Users\User\AppData\Local\Temp\tmp2dgnhuo5\RecentFilesView.exe,2022-11-29 13:48:12
C:\Windows\SysWOW64\mountvol.exe,2019-12-07 09:09:57
C:\Windows\System32\mountvol.exe,2019-12-07 09:09:57
C:\Windows\SysWOW64\certutil.exe,2022-10-14 11:26:28
C:\Windows\System32\certutil.exe,2022-10-14 11:26:28
C:\Users\User\AppData\Local\Temp\tmp2dgnhuo5\PECmd.exe,2022-11-29 13:48:12
C:\Users\User\AppData\Local\Temp\tmp2dgnhuo5\OpenSaveFilesView.exe,2022-11-29 13:48:12
C:\Users\User\AppData\Local\Temp\tmp4n1k4g_k\PECmd.exe,2022-11-29 13:47:24
C:\Users\User\AppData\Local\Temp\tmp4n1k4g_k\OpenSaveFilesView.exe,2022-11-29 13:47:24
C:\Program Files\Google\Chrome\Application\chrome.exe,2022-12-12 21:47:12
0000000b	000a00004a6103ff	000a000000000000	8664	Microsoft.LockApp	cw5n1h2txyewy	,
0000000b	006b0000058a003e	000a00004a610000	8664	Microsoft.MicrosoftEdge.Stable	8wekyb3d8bbwe	,
c:\Users\User\AppData\Local\Programs\Microsoft VS Code\resources\app\node_modules.asar.unpacked\@vscode\ripgrep\bin\rg.exe,2022-12-05 08:07:22
C:\Users\User\AppData\Local\Temp\tmptg03l0rj\PECmd.exe,2022-11-29 13:40:57
C:\Users\User\AppData\Local\Temp\tmptg03l0rj\OpenSaveFilesView.exe,2022-11-29 13:40:57
C:\Users\User\AppData\Local\Temp\tmpgosw671k\PECmd.exe,2022-11-29 13:38:34
C:\Users\User\AppData\Local\Temp\tmpzo3cv3hd\shman.exe,2022-11-29 13:31:57
C:\Users\User\AppData\Local\Temp\tmpzo3cv3hd\USBDeview.exe,2022-11-29 13:31:57
C:\Users\User\AppData\Local\Temp\tmpzo3cv3hd\RecentFilesView.exe,2022-11-29 13:31:57
C:\Users\User\AppData\Local\Temp\tmpzo3cv3hd\PECmd.exe,2022-11-29 13:31:57
C:\Users\User\AppData\Local\Temp\tmpzo3cv3hd\OpenSaveFilesView.exe,2022-11-29 13:31:57
C:\Program Files (x86)\Microsoft\Edge\Application\107.0.1418.62\identity_helper.exe,2022-11-27 11:53:44
C:\Program Files (x86)\Microsoft\Edge\Application\107.0.1418.62\Installer\setup.exe,2022-11-29 12:57:06
C:\Program Files (x86)\Microsoft\Edge\Application\107.0.1418.62\elevation_service.exe,2022-11-27 11:53:31
C:\Program Files\Git\mingw64\libexec\git-core\git.exe,2022-02-01 06:47:52
C:\Program Files\Git\mingw64\bin\git.exe,2022-02-01 06:47:52
C:\Program Files\Git\cmd\git.exe,2022-02-01 06:47:52
C:\Users\User\AppData\Local\Temp\tmp__83cnsd\WebBrowserBookmarksView.exe,2022-11-29 13:24:28
C:\Users\User\AppData\Local\Temp\tmp__83cnsd\OutlookAttachView.exe,2022-11-29 13:24:28
C:\Users\User\AppData\Local\Temp\tmp__83cnsd\UserProfilesView.exe,2022-11-29 13:24:28
C:\Users\User\AppData\Local\Temp\tmpfjjma3qv\UserProfilesView.exe,2022-11-29 13:21:29
C:\Users\User\AppData\Local\Temp\tmp3ssei_37\UserProfilesView.exe,2022-11-29 13:20:12
C:\Users\User\AppData\Local\Temp\tmp3ssei_37\UserAssistView.exe,2022-11-29 13:20:12
C:\Users\User\AppData\Local\Temp\tmp3ssei_37\ShellBagsView.exe,2022-11-29 13:20:12
C:\Users\User\AppData\Local\Temp\tmp3ssei_37\NetworkInterfacesView.exe,2022-11-29 13:20:12
C:\Users\User\AppData\Local\Temp\tmp3ssei_37\LastActivityView.exe,2022-11-29 13:20:12
C:\Users\User\AppData\Local\Temp\tmp3ssei_37\JumpListsView.exe,2022-11-29 13:20:12
C:\Users\User\AppData\Local\Temp\tmpugc_dmfd\BrowsingHistoryView.exe,2022-11-29 13:18:35
C:\Users\User\AppData\Local\Temp\tmpvfo5figv\BrowsingHistoryView.exe,2022-11-29 13:17:41
C:\Users\User\AppData\Local\Temp\tmpoh4l03fl\BrowsingHistoryView.exe,2022-11-29 13:17:02
C:\Users\User\AppData\Local\Temp\tmph_fq5u93\BrowsingHistoryView.exe,2022-11-29 13:16:14
C:\Users\User\AppData\Local\Temp\tmpw6pfo034\BrowsingHistoryView.exe,2022-11-29 13:15:13
C:\Users\User\AppData\Local\Temp\tmpd69kdwjb\BrowsingHistoryView.exe,2022-11-29 13:14:16
C:\Users\User\AppData\Local\Temp\tmprkvm2spf\BrowsingHistoryView.exe,2022-11-29 13:13:44
C:\Users\User\AppData\Local\Temp\tmpegjkqym9\BrowsingHistoryView.exe,2022-11-29 13:13:21
C:\Users\User\AppData\Local\Temp\tmphohlvvzr\BrowsingHistoryView.exe,2022-11-29 13:07:27
C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{90167CDD-7552-43D7-A0D0-072B72CFC8CD}\EDGEMITMP_06BC8.tmp\setup.exe,2022-11-29 12:57:06
C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{90167CDD-7552-43D7-A0D0-072B72CFC8CD}\MicrosoftEdge_X64_107.0.1418.62_107.0.1418.56.exe,2022-11-29 12:57:05
C:\Users\User\AppData\Local\Temp\tmpkr_cwy_m\BrowsingHistoryView.exe,2022-11-29 10:37:48
C:\Users\User\AppData\Local\Temp\tmp_96x0frr\BrowsingHistoryView.exe,2022-11-29 10:37:29
C:\Users\User\AppData\Local\Temp\tmpzwi0w8ma\BrowsingHistoryView.exe,2022-11-29 10:36:25
C:\Users\User\AppData\Local\Temp\tmp5w2g1bux\BrowsingHistoryView.exe,2022-11-29 10:35:45
C:\Users\User\AppData\Local\Temp\tmp5w2g1bux\BrowserDownloadsView.exe,2022-11-29 10:35:45
C:\Users\User\AppData\Local\Temp\tmpjeltd61w\BrowserDownloadsView.exe,2022-11-29 10:34:16
C:\Users\User\AppData\Local\Temp\tmpuqtci4fz\RBCmd.exe,2022-11-29 10:33:40
C:\Users\User\AppData\Local\Temp\tmpjw89_cla\RBCmd.exe,2022-11-29 10:32:01
C:\Users\User\AppData\Local\Temp\tmpj_xa29p5\RBCmd.exe,2022-11-29 10:31:23
C:\Users\User\AppData\Local\Temp\tmpcsqz7q90\RBCmd.exe,2022-11-29 10:16:49
C:\Users\User\AppData\Local\Temp\tmpsvn2n2t5\RBCmd.exe,2022-11-29 10:12:45
C:\Windows\System32\conhost.exe,2022-03-09 10:13:16
C:\Users\User\AppData\Local\Temp\tmpsvn2n2t5\AppCompatCacheParser.exe,2022-11-29 10:12:45
C:\Users\User\AppData\Local\Temp\tmpsvn2n2t5\PECmd.exe,2022-11-29 10:12:45
C:\Users\User\AppData\Local\Temp\tmp6wq330hl\USBDeview.exe,2022-11-29 10:11:08
C:\Users\User\AppData\Local\Temp\tmpou3y3ejt\USBDeview.exe,2022-11-29 10:07:28
C:\Users\User\AppData\Local\Temp\tmpqx6ccq4x\AppCompatCacheParser.exe,2022-11-29 08:33:17
C:\Users\User\AppData\Local\Temp\tmp1tv_haxq\AppCompatCacheParser.exe,2022-11-29 08:31:49
C:\Users\User\AppData\Local\Temp\tmp_gtr2qhs\AppCompatCacheParser.exe,2022-11-29 08:29:20
C:\Users\User\AppData\Local\Temp\tmpg_puroem\AppCompatCacheParser.exe,2022-11-29 08:28:28
C:\Windows\SysWOW64\RunDll32.EXE,2021-01-16 01:50:50
C:\Users\User\AppData\Local\Temp\0901802B-8E46-4FF1-A8AE-4FBE9C07821C\dismhost.exe,2021-01-16 01:50:29
C:\Program Files\Google\Chrome\Application\107.0.5304.121\elevation_service.exe,2022-11-23 21:27:37
C:\Program Files (x86)\Google\Update\Install\{85FECB61-8191-4CF6-8227-2D2EDB88ED14}\CR_11A50.tmp\setup.exe,2022-11-29 02:28:48
C:\Program Files\Google\Chrome\Application\107.0.5304.107\Installer\setup.exe,2022-11-11 13:03:48
C:\Program Files (x86)\Google\Update\Install\{85FECB61-8191-4CF6-8227-2D2EDB88ED14}\107.0.5304.121_107.0.5304.107_chrome_updater.exe,2022-11-29 02:28:48
C:\Windows\Teruten\TCube\TCubeObserver64.exe,2021-12-02 07:25:30
C:\Windows\Teruten\TCube\TCubeDummy64.exe,2021-12-02 07:23:36
C:\Users\User\AppData\Local\Temp\tmpgbhoppd5\PECmd.exe,2022-11-28 12:57:30
C:\Users\User\AppData\Local\Temp\tmpmi5ckis8\PECmd.exe,2022-11-28 12:44:04
C:\ProgramData\Lenovo\Vantage\Addins\LenovoSystemUpdateAddin\1.0.4.41\IA\local\collect\devices.exe,2022-10-31 07:55:36
C:\ProgramData\Lenovo\Vantage\Addins\LenovoSystemUpdateAddin\1.0.4.41\IA\local\collect\firmware.exe,2022-10-31 07:55:40
C:\Users\User\Desktop\tools\userprofilesview\UserProfilesView.exe,2022-11-28 07:59:57
C:\Users\User\Desktop\tools\userassistview\UserAssistView.exe,2022-11-28 07:59:57
C:\Users\User\Desktop\tools\shellbagsview\ShellBagsView.exe,2022-11-28 06:05:07
C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,2022-11-16 13:44:43
C:\Program Files\Microsoft Office\root\Office16\MLCFG32.CPL,2022-11-05 14:19:42
C:\Program Files\Microsoft Office\root\Client\AppVLP.exe,2022-04-05 09:17:57
C:\Windows\system32\wscui.cpl,2021-07-10 08:26:58
C:\Windows\system32\irprops.cpl,2019-12-07 09:09:51
C:\Windows\system32\igfxCPL.cpl,2019-09-17 14:10:08
C:\Users\User\Desktop\tools\outlookattachview-x64\OutlookAttachView.exe,2022-11-28 07:59:57
C:\Users\User\Desktop\tools\networkinterfacesview-x64\NetworkInterfacesView.exe,2022-11-28 07:59:57
C:\Windows\System32\alg.exe,2021-01-16 01:50:08
C:\Users\User\Desktop\tools\lastactivityview\LastActivityView.exe,2022-11-28 07:59:57
C:\Users\User\Desktop\tools\jumplistsview\JumpListsView.exe,2022-11-28 07:59:57
C:\Windows\system32\OpenWith.exe,2021-01-16 01:50:28
C:\Users\User\Desktop\tools\browsinghistoryview-x64\BrowsingHistoryView.exe,2022-11-28 07:59:57
C:\Users\User\Desktop\tools\browserdownloadsview-x64\BrowserDownloadsView.exe,2022-11-28 07:59:57
C:\Users\User\Desktop\tools\webbrowserbookmarksview\WebBrowserBookmarksView.exe,2022-11-28 07:59:57
C:\Windows\winhlp32.exe,2019-12-07 09:10:00
C:\Windows\write.exe,2019-12-06 21:29:00
C:\Windows\splwow64.exe,2022-09-15 04:17:57
C:\Windows\regedit.exe,2021-01-16 01:51:02
C:\Windows\pyw.exe,2021-10-04 10:12:20
C:\Windows\notepad.exe,2022-08-30 15:54:39
C:\Windows\py.exe,2021-10-04 10:12:20
C:\Windows\IMGSF50Svc.exe,2020-12-11 00:00:14
C:\Program Files (x86)\VMware\VMware Workstation\vmware-shell-ext-thunker.exe,2021-04-29 20:23:10
C:\Windows\System32\whoami.exe,2019-12-07 09:09:51
C:\Windows\system32\notepad.exe,2022-08-30 15:54:39
C:\Users\User\Desktop\tools\WxTCmd.exe,2022-11-28 07:59:57
C:\Users\User\Desktop\tools\thumbcache_viewer_cmd.exe,2022-11-28 07:59:57
C:\Users\User\Desktop\tools\RBCmd.exe,2022-11-28 07:59:57
C:\Users\User\Desktop\tools\AppCompatCacheParser.exe,2022-11-28 07:59:57
C:\Users\User\Desktop\tools\AmcacheParser.exe,2022-11-28 07:59:57
C:\Users\User\AppData\Local\Temp\tmp7yq_xgip\shman.exe,2022-11-28 05:59:41
C:\Users\User\AppData\Local\Temp\tmp266tb7e3\shman.exe,2022-11-28 05:59:39
C:\Users\User\AppData\Local\Temp\tmpsaicd288\shman.exe,2022-11-28 05:58:58
C:\Users\User\AppData\Local\Temp\tmplo1_apnz\shman.exe,2022-11-28 05:58:20
C:\Users\User\AppData\Local\Temp\1C76D9C2-5A42-4C2C-B579-C74A6DE06281\dismhost.exe,2021-01-16 01:50:29
C:\Windows\system32\lpremove.exe,2020-08-23 10:09:28
C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.199.878.0_x86__zpdnekdrzrea0\Application,2022-11-27 05:57:22
00000000	000100c7036e0000	000a00004a610000	014c	SpotifyAB.SpotifyMusic	zpdnekdrzrea0	,
00000000	000100c7036e0000	000a00004a610000	8664	SpotifyAB.SpotifyMusic	zpdnekdrzrea0	,
C:\Users\User\AppData\Local\Temp\50ADB5E0-AE8A-4DAC-A8B8-17FC3B846B46\dismhost.exe,2021-01-16 01:50:29
C:\Users\User\AppData\Local\Temp\F4D74E0E-2F19-4A58-9D7B-2FD03015BEDD\dismhost.exe,2021-01-16 01:50:29
C:\Users\User\AppData\Local\Temp\dbeaver-ce-latest-x86_64-setup.exe15532366945632226030\dbeaver-ce-latest-x86_64-setup.exe,2022-11-25 13:56:28
C:\Program Files\Wireshark\Wireshark.exe,2022-05-05 01:42:06
C:\Users\User\AppData\Local\Temp\B8C0DBBE-3CC6-48B9-8AEC-931B4A8E259B\dismhost.exe,2021-01-16 01:50:29
C:\Windows\system32\usoclient.exe,2022-11-10 12:40:01
C:\Windows\System32\oobe\UserOOBEBroker.exe,2021-01-16 01:50:25
C:\Windows\System32\CompPkgSrv.exe,2021-01-16 01:49:46
C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Application,2022-06-19 09:02:06
C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Application,2022-11-10 16:00:44
C:\Windows\system32\ctfmon.exe,2019-12-07 09:09:00
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,2020-10-16 04:37:28
C:\Windows\Lenovo\iMController\PluginHost\Lenovo.Modern.ImController.PluginHost.Device.exe,2022-01-28 11:04:42
0000000b	000a0000000203e8	000a00004a6103ff	8664	windows.immersivecontrolpanel	cw5n1h2txyewy	neutral,
C:\Windows\System32\DriverStore\FileRepository\igdlh64.inf_amd64_e9f7884f9b4f82b9\GfxDownloadWrapper.exe,2019-09-17 14:09:56
C:\Windows\System32\wlrmdr.exe,2021-01-16 01:49:53
C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\Application,2022-11-10 16:00:44
C:\Windows\Explorer.EXE,2022-11-10 12:39:03
C:\Windows\system32\userinit.exe,2022-06-19 08:49:35
C:\Program Files (x86)\Google\Update\1.3.36.152\GoogleCrashHandler64.exe,2022-09-01 03:57:26
C:\Program Files (x86)\Google\Update\1.3.36.152\GoogleCrashHandler.exe,2022-09-01 03:57:26
C:\Program Files\Elantech\ETDIntelligent.exe,2017-11-08 12:32:38
C:\Windows\system32\sihost.exe,2021-01-16 01:50:03
C:\Program Files\Elantech\ETDCtrlHelper.exe,2017-11-08 12:32:28
C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe,2018-01-17 19:44:40
C:\Program Files\Elantech\ETDCtrl.exe,2017-11-08 12:32:24
C:\Program Files\NVIDIA Corporation\Display.NvContainer\NVDisplay.Container.exe,2020-06-21 22:01:24
C:\Windows\System32\LogonUI.exe,2019-12-07 09:08:19
C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,2022-12-08 12:19:52
C:\Users\User\AppData\Roaming\Zoom\bin\cpthost.exe,2022-11-17 04:07:07
C:\Users\User\AppData\Local\Temp\tmprird57fa\shman.exe,2022-11-24 11:14:22
C:\Users\User\AppData\Local\Temp\tmp89jr6vr6\shman.exe,2022-11-24 11:14:00
C:\Users\User\AppData\Local\Temp\tmp2vneu2cd\shman.exe,2022-11-24 11:13:28
C:\Users\User\AppData\Local\Temp\tmprvecr1rm\shman.exe,2022-11-24 11:12:30
C:\Users\User\AppData\Local\Temp\tmppxs0yf0o\shman.exe,2022-11-24 11:12:11
C:\Users\User\AppData\Local\Temp\tmplwrz6ate\shman.exe,2022-11-24 11:00:51
C:\Users\User\AppData\Local\Temp\tmpjr8y_nsh\shman.exe,2022-11-24 11:00:21
C:\Users\User\AppData\Local\Temp\tmp_qo7gwc4\shman.exe,2022-11-24 11:00:02
C:\Windows\System32\LocationNotificationWindows.exe,2019-12-07 09:09:44
C:\Users\User\AppData\Local\Temp\tmpfvvvx4ve\shman.exe,2022-11-24 10:59:36
C:\Users\User\AppData\Local\Temp\tmp1i8pr_kh\shman.exe,2022-11-24 10:58:57
00000009	0001564c00d60000	000a000047ba0000	8664	Microsoft.YourPhone	8wekyb3d8bbwe	,
C:\Program Files\WindowsApps\Microsoft.YourPhone_1.22092.214.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe,2022-11-24 06:48:38
C:\Users\User\AppData\Local\Temp\tmp1dh22p64\shman.exe,2022-11-24 10:53:54
C:\Users\User\AppData\Local\Temp\tmpo3lgdqli\shman.exe,2022-11-24 10:53:27
C:\Users\User\AppData\Local\Temp\tmp4v4uutkt\shman.exe,2022-11-24 10:52:57
C:\Users\User\AppData\Local\Temp\tmpecu2vkih\shman.exe,2022-11-24 10:52:30
C:\Users\User\AppData\Local\Temp\tmpndtuvq_g\shman.exe,2022-11-24 10:49:36
C:\Users\User\AppData\Local\Temp\tmpxkq6rzpu\shman.exe,2022-11-24 10:47:15
C:\Users\User\AppData\Local\Temp\tmp0_z05gk4\shman.exe,2022-11-24 10:46:08
C:\Users\User\AppData\Local\Temp\tmp6q52emal\shman.exe,2022-11-24 10:45:43
C:\Users\User\AppData\Local\Temp\tmp94wacf29\shman.exe,2022-11-24 10:45:27
C:\Users\User\AppData\Local\Temp\tmpx11ntzmf\shman.exe,2022-11-24 10:43:44
C:\Users\User\AppData\Local\Temp\tmp9yh3io1y\shman.exe,2022-11-24 10:42:37
C:\Users\User\AppData\Local\Temp\tmphs1mycvt\shman.exe,2022-11-24 10:41:52
