name,path,action_time
test_benign,C:\Me\Code\PY\machine\disasmbled\test_benign,2022-05-28 오전 12:56:05
test_malware,C:\Me\Code\PY\machine\disasmbled\test_malware,2022-05-28 오전 12:56:03
topsecret (2),topsecret (2),2022-05-27 오후 11:45:56
topsecret,topsecret,2022-05-27 오후 11:39:19
ARKVIEW.X64.EXE,C:\PROGRAM FILES\Bandizip\ARKVIEW.X64.EXE,2022-05-27 오후 11:27:45
OpenWith.exe,C:\Windows\System32\OpenWith.exe,2022-05-27 오후 11:27:30
HxD.exe,C:\PROGRAM FILES\HxD\HxD.exe,2022-05-27 오후 11:19:41
HxD.exe,C:\PROGRAM FILES\HxD\HxD.exe,2022-05-27 오후 11:11:09
REGA_v1.5.3[Freeware],Tool\REGA_v1.5.3[Freeware],2022-05-27 오후 10:56:14
SecurityFirst.ad1,C:\Users\User\Desktop\SecurityFirst.ad1,2022-05-27 오후 10:44:08
bin,C:\MinGW\bin,2022-05-27 오후 9:57:01
MinGW,C:\MinGW,2022-05-27 오후 9:57:01
widl,C:\mingw-w64-v10.0.0\mingw-w64-tools\widl,2022-05-27 오후 9:45:58
mingw-w64-tools,C:\mingw-w64-v10.0.0\mingw-w64-tools,2022-05-27 오후 9:45:58
mingw-w64-v10.0.0,C:\mingw-w64-v10.0.0,2022-05-27 오후 9:45:55
train__benign,C:\Me\Code\PY\machine\disasmbled\train__benign,2022-05-27 오후 9:29:00
user,\\wsl$\Ubuntu\home\user,2022-05-27 오후 9:26:36
devenv.exe,devenv.exe,2022-05-27 오후 9:17:44
devenv.exe,devenv.exe,2022-05-27 오후 9:16:11
disasmbled,Me\Code\PY\machine\disasmbled,2022-05-27 오후 9:08:35
sasm.exe,sasm.exe,2022-05-27 오후 8:44:37
sasm.exe,sasm.exe,2022-05-27 오후 8:38:21
OpenWith.exe,C:\Windows\System32\OpenWith.exe,2022-05-27 오후 8:36:44
train__benign,Me\Code\PY\machine\disasmbled\train__benign,2022-05-27 오후 8:36:23
study_img,Me\Code\PY\machine\study_img,2022-05-27 오후 8:36:15
chat,Me\Code\PY\chat,2022-05-27 오후 8:25:46
Chat-App-main,Chat-App-main,2022-05-26 오후 10:22:46
HxD.exe,C:\PROGRAM FILES\HxD\HxD.exe,2022-05-26 오후 9:51:54
CrowdResponse,C:\CrowdResponse,2022-05-26 오후 9:49:36
SIHOST.EXE,C:\WINDOWS\SYSTEM32\SIHOST.EXE,2022-05-26 오후 8:13:53
VMware Workstation,C:\Program Files (x86)\VMware\VMware Workstation,2022-05-21 오후 11:30:36
VMware,C:\Program Files (x86)\VMware,2022-05-21 오후 11:30:36
VMware VIX,C:\Program Files (x86)\VMware\VMware VIX,2022-05-21 오후 11:30:34
Wireshark.exe,C:\Program Files\Wireshark\Wireshark.exe,2022-05-21 오후 10:25:16
uninstall.exe,C:\Program Files\Npcap\uninstall.exe,2022-05-21 오후 10:24:59
VC_redist.x64.exe,C:\ProgramData\Package Cache\{2aaf1df0-eb13-4099-9992-962bb4e596d1}\VC_redist.x64.exe,2022-05-21 오후 10:21:08
ghsalncr.exe,D:\Nexon\SuddenAttack\ghsalncr.exe,2022-05-21 오후 1:49:19
Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,2022-05-18 오후 7:26:29
HxD.exe,C:\PROGRAM FILES\HxD\HxD.exe,2022-05-18 오후 6:36:58
ShellExperienceHost.exe,C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe,2022-05-16 오후 3:56:39
VMWARE-VMX.EXE,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\x64\VMWARE-VMX.EXE,2022-05-16 오후 2:05:00
vmware.exe,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\vmware.exe,2022-05-16 오후 2:04:51
010Editor.exe,C:\Program Files\010 Editor\010Editor.exe,2022-05-16 오후 1:41:06
010Editor.exe,010Editor.exe,2022-05-16 오후 1:29:55
HxD.exe,C:\PROGRAM FILES\HxD\HxD.exe,2022-05-16 오후 1:21:39
HxD.exe,C:\PROGRAM FILES\HxD\HxD.exe,2022-05-16 오후 12:13:41
HxD.exe,C:\PROGRAM FILES\HxD\HxD.exe,2022-05-16 오전 11:51:11
VMWARE-VMX.EXE,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\x64\VMWARE-VMX.EXE,2022-05-16 오전 4:05:51
vmware.exe,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\vmware.exe,2022-05-16 오전 4:04:36
VMWARE-VMX.EXE,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\x64\VMWARE-VMX.EXE,2022-05-16 오전 3:40:38
Windows 7 x64 (Malware Analysis).vmx,D:\Windows 7 x64 (Malware Analysis)\Windows 7 x64 (Malware Analysis).vmx,2022-05-16 오전 3:40:30
vmware.exe,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\vmware.exe,2022-05-16 오전 3:40:13
__pycache__,\\wsl$\Ubuntu\home\user\volatility3\volatility3\__pycache__,2022-05-13 오전 1:20:34
volatility3,\\wsl$\Ubuntu\home\user\volatility3\volatility3,2022-05-13 오전 1:20:34
volatility3,\\wsl$\Ubuntu\home\user\volatility3,2022-05-13 오전 1:19:25
VMWARE-VMX.EXE,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\x64\VMWARE-VMX.EXE,2022-05-13 오전 1:12:04
vmware.exe,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\vmware.exe,2022-05-13 오전 1:11:45
AUDIODG.EXE,C:\Windows\system32\AUDIODG.EXE,2022-05-13 오전 12:20:09
vmware.exe,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\vmware.exe,2022-05-11 오후 2:59:39
Linear regression 코드 및 MLP 코드 (주피터 노트북),Linear regression 코드 및 MLP 코드 (주피터 노트북),2022-05-08 오후 9:59:33
Digit,F:\Digit,2022-05-07 오후 10:21:07
System Volume Information,F:\System Volume Information,2022-05-07 오후 7:00:59
testCSV,testCSV,2022-05-07 오후 6:39:13
firefox.exe,C:\Users\User\Desktop\TOR BROWSER\Browser\firefox.exe,2022-05-07 오전 3:53:49
firefox.exe,C:\Users\User\Desktop\TOR BROWSER\Browser\firefox.exe,2022-05-07 오전 3:51:41
firefox.exe,C:\Users\User\Desktop\TOR BROWSER\Browser\firefox.exe,2022-05-07 오전 3:48:35
firefox.exe,C:\Users\User\Desktop\TOR BROWSER\Browser\firefox.exe,2022-05-07 오전 3:43:20
firefox.exe,C:\Users\User\Desktop\TOR BROWSER\Browser\firefox.exe,2022-05-07 오전 3:35:09
VMWARE-VMX.EXE,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\x64\VMWARE-VMX.EXE,2022-05-07 오전 12:07:02
vmware.exe,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\vmware.exe,2022-05-07 오전 12:06:45
testCSV,testCSV,2022-05-05 오전 10:05:28
testCSV,C:\testCSV,2022-05-05 오전 9:45:09
testJson,testJson,2022-05-05 오전 9:16:55
test,test,2022-05-05 오전 9:16:47
OpenWith.exe,C:\Windows\System32\OpenWith.exe,2022-05-05 오전 8:31:07
User Pinned,C:\Users\User\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned,2022-05-02 오후 1:02:31
Microsoft,C:\Users\User\AppData\Roaming\Microsoft,2022-05-02 오후 1:02:21
PSReadLine,C:\Users\User\AppData\Roaming\Microsoft\Windows\PowerShell\PSReadLine,2022-05-02 오후 1:02:09
PowerShell,C:\Users\User\AppData\Roaming\Microsoft\Windows\PowerShell,2022-05-02 오후 1:02:09
Windows,C:\Users\User\AppData\Roaming\Microsoft\Windows,2022-05-02 오후 1:02:08
Startup,C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup,2022-05-02 오전 5:15:39
Programs,C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs,2022-05-02 오전 5:15:39
Accessibility,C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessibility,2022-05-02 오전 5:15:24
Accessories,C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories,2022-05-02 오전 5:15:22
Windows PowerShell,C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Windows PowerShell,2022-05-02 오전 5:15:19
Chrome 앱,C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Chrome 앱,2022-05-02 오전 5:15:17
Discord Inc,C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Discord Inc,2022-05-02 오전 5:15:15
Event Log Explorer,C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Event Log Explorer,2022-05-02 오전 5:15:12
Start Menu,C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu,2022-05-02 오전 5:15:04
SendTo,C:\Users\User\AppData\Roaming\Microsoft\Windows\SendTo,2022-05-02 오전 5:14:50
512c904ca96ecd5c,C:\Users\User\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\ImplicitAppShortcuts\512c904ca96ecd5c,2022-05-02 오전 5:14:40
ImplicitAppShortcuts,C:\Users\User\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\ImplicitAppShortcuts,2022-05-02 오전 5:14:40
TaskBar,C:\Users\User\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar,2022-05-02 오전 5:14:37
Quick Launch,C:\Users\User\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch,2022-05-02 오전 5:14:36
Internet Explorer,C:\Users\User\AppData\Roaming\Microsoft\Internet Explorer,2022-05-02 오전 5:14:33
Users,C:\Users,2022-05-02 오전 5:14:12
1ced32d74a95c7bc.customDestinations-ms,C:\Users\User\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\1ced32d74a95c7bc.customDestinations-ms,2022-05-02 오전 4:36:52
Start Menu,C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu,2022-05-02 오전 4:36:47
1ced32d74a95c7bc.automaticDestinations-ms,C:\Users\User\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\1ced32d74a95c7bc.automaticDestinations-ms,2022-05-02 오전 4:35:11
Microsoft,C:\Users\Default\AppData\Roaming\Microsoft,2022-05-02 오전 4:33:53
AppData,C:\Users\Default\AppData,2022-05-02 오전 4:33:50
Default,C:\Users\Default,2022-05-02 오전 4:33:50
JumpListExplorer,JumpListExplorer,2022-05-02 오전 4:28:47
CustomDestinations,C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\CustomDestinations,2022-05-02 오전 4:22:14
AutomaticDestinations,C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\AutomaticDestinations,2022-05-02 오전 4:19:06
Network Shortcuts,C:\Users\User\AppData\Roaming\Microsoft\Windows\Network Shortcuts,2022-05-02 오전 4:17:41
Themes,C:\Users\User\AppData\Roaming\Microsoft\Windows\Themes,2022-05-02 오전 4:17:37
Default User.NTUSER.DAT,C:\Users\User\Desktop\REGA_v1.5.3[Freeware]\Default User.NTUSER.DAT,2022-05-02 오전 3:07:27
REGA_v1.5.3[Freeware],REGA_v1.5.3[Freeware],2022-05-02 오전 2:59:56
SecurityFirst,C:\SecurityFirst,2022-05-01 오후 9:42:07
ServiceProfiles,C:\Windows\ServiceProfiles,2022-05-01 오후 4:32:16
config,C:\Windows\System32\config,2022-04-30 오전 3:23:55
System32,C:\Windows\System32,2022-04-30 오전 3:23:55
Windows,C:\Users\User\AppData\Local\Microsoft\Windows,2022-04-30 오전 3:22:29
Microsoft,C:\Users\User\AppData\Local\Microsoft,2022-04-30 오전 3:22:29
LocalService,C:\Windows\ServiceProfiles\LocalService,2022-04-30 오전 3:20:30
NetworkService,C:\Windows\ServiceProfiles\NetworkService,2022-04-30 오전 2:20:42
Desktop,C:\Users\Default\Desktop,2022-04-30 오전 2:18:58
TrainedDataStore,C:\Users\Default\AppData\Local\Microsoft\InputPersonalization\TrainedDataStore,2022-04-30 오전 2:18:55
InputPersonalization,C:\Users\Default\AppData\Local\Microsoft\InputPersonalization,2022-04-30 오전 2:18:55
Microsoft,C:\Users\Default\AppData\Local\Microsoft,2022-04-30 오전 2:18:54
Windows,C:\Users\Default\AppData\Local\Microsoft\Windows,2022-04-30 오전 2:18:44
Local,C:\Users\Default\AppData\Local,2022-04-30 오전 2:18:42
Temp,C:\Users\Default\AppData\Local\Temp,2022-04-30 오전 2:18:41
Roaming,C:\Users\Default\AppData\Roaming,2022-04-30 오전 2:18:37
Dark_project,C:\Me\Code\PY\Dark_project,2022-04-26 오후 11:23:04
elex.exe,C:\Program Files (x86)\Event Log Explorer\elex.exe,2022-04-25 오전 3:01:50
EventLog,EventLog,2022-04-25 오전 2:44:27
Network,C:\Users\User\AppData\Local\Google\Chrome\User Data\Default\Network,2022-04-24 오후 8:37:50
Default,C:\Users\User\AppData\Local\Google\Chrome\User Data\Default,2022-04-24 오후 8:37:50
ARKVIEW.X64.EXE,C:\PROGRAM FILES\Bandizip\ARKVIEW.X64.EXE,2022-04-24 오후 6:23:21
ARKVIEW.X64.EXE,C:\PROGRAM FILES\Bandizip\ARKVIEW.X64.EXE,2022-04-22 오전 3:29:18
YourPhone.exe,C:\Program Files\WindowsApps\Microsoft.YourPhone_1.22022.180.0_x64__8wekyb3d8bbwe\YourPhone.exe,2022-04-21 오후 5:33:55
ShellExperienceHost.exe,C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe,2022-04-21 오후 4:26:54
Microsoft.Photos.exe,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2021.21090.10008.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe,2022-04-21 오후 3:34:12
SearchApp.exe,C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe,2022-04-21 오후 3:29:33
SearchApp.exe,C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe,2022-04-21 오후 3:24:00
Project1.exe,C:\Users\User\Desktop\Me\Code\C OR C++\Project1\Debug\Project1.exe,2022-04-17 오전 5:02:03
Project1.exe,C:\Users\User\Desktop\Me\Code\C OR C++\Project1\Debug\Project1.exe,2022-04-17 오전 5:01:35
Project1.exe,C:\Users\User\Desktop\Me\Code\C OR C++\Project1\Debug\Project1.exe,2022-04-17 오전 5:00:57
Project1.exe,C:\Users\User\Desktop\Me\Code\C OR C++\Project1\Debug\Project1.exe,2022-04-17 오전 5:00:42
Project1.exe,C:\Users\User\Desktop\Me\Code\C OR C++\Project1\Debug\Project1.exe,2022-04-17 오전 4:58:05
Project1.exe,C:\Users\User\Desktop\Me\Code\C OR C++\Project1\Debug\Project1.exe,2022-04-17 오전 4:52:41
Project1.exe,C:\Users\User\Desktop\Me\Code\C OR C++\Project1\Debug\Project1.exe,2022-04-17 오전 4:50:36
Project1.exe,C:\Users\User\Desktop\Me\Code\C OR C++\Project1\Debug\Project1.exe,2022-04-17 오전 4:49:38
Project1.sln,C:\Users\User\Desktop\Me\Code\C OR C++\Project1\Project1.sln,2022-04-17 오전 4:30:26
C OR C++,C:\Me\Code\C OR C++,2022-04-17 오전 4:30:25
Explorer.EXE,C:\Windows\Explorer.EXE,2022-04-17 오전 4:24:14
RiotClientUxRender.exe,D:\Riot Games\Riot Client\UX\RiotClientUxRender.exe,2022-04-17 오전 12:24:24
DNFM,D:\Nexon\DNFM,2022-04-13 오전 9:48:13
Nexon,D:\Nexon,2022-04-13 오전 9:48:13
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-04-13 오전 8:54:27
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-04-13 오전 8:49:26
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-04-12 오후 7:56:13
GAMEBAR.EXE,C:\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_5.721.12013.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE,2022-04-12 오후 2:15:43
GAMEBAR.EXE,C:\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_5.721.12013.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE,2022-04-12 오후 1:53:02
GAMEBAR.EXE,C:\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_5.721.12013.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE,2022-04-12 오후 1:32:56
GAMEBAR.EXE,C:\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_5.721.12013.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE,2022-04-12 오후 1:26:21
solution,0_sol11.pdf_170317\solution,2022-04-12 오전 10:43:01
0_sol11.pdf_170317,0_sol11.pdf_170317,2022-04-12 오전 10:43:01
solution,0_sol11.pdf_170317\solution,2022-04-12 오전 10:42:59
GAMEBAR.EXE,C:\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_5.721.12013.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE,2022-04-12 오전 12:08:24
GAMEBAR.EXE,C:\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_5.721.12013.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE,2022-04-11 오후 11:51:44
GAMEBAR.EXE,C:\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_5.721.12013.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE,2022-04-11 오후 11:24:37
GAMEBAR.EXE,C:\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_5.721.12013.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE,2022-04-11 오후 10:53:10
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-04-11 오후 8:21:01
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-04-11 오후 8:15:59
DNFM.exe,D:\Nexon\DNFM\DNFM.exe,2022-04-11 오후 2:03:44
202204061936,C:\Nexon\Download\106628\install\202204061936,2022-04-11 오후 1:55:28
install,C:\Nexon\Download\106628\install,2022-04-11 오후 1:55:28
106628,C:\Nexon\Download\106628,2022-04-11 오후 1:55:28
Download,C:\Nexon\Download,2022-04-11 오후 1:55:27
Nexon,C:\Nexon,2022-04-11 오후 1:55:26
NGM.exe,C:\ProgramData\Nexon\NGM\NGM.exe,2022-04-11 오후 1:53:56
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-04-11 오전 9:56:45
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-04-11 오전 9:51:44
0_sol11.pdf_170317,0_sol11.pdf_170317,2022-04-11 오전 1:34:53
OpenWith.exe,C:\Windows\System32\OpenWith.exe,2022-04-11 오전 1:31:40
superfetch_csv,superfetch_csv,2022-04-10 오후 11:24:13
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-04-10 오후 3:55:52
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-04-10 오후 3:30:41
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-04-10 오후 12:34:32
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-04-10 오후 12:29:31
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-04-09 오후 3:18:45
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-04-09 오후 3:13:44
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-04-08 오전 11:39:17
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-04-08 오전 11:34:16
0_sol11.pdf_170317,0_sol11.pdf_170317,2022-04-08 오전 10:39:22
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-04-08 오전 10:37:45
Search Logos,C:\Users\User\AppData\Local\Google\Chrome\User Data\Default\Search Logos,2022-04-05 오후 9:29:45
IndexedDB,C:\Users\User\AppData\Local\Google\Chrome\User Data\Default\IndexedDB,2022-04-05 오후 9:29:38
GPUCache,C:\Users\User\AppData\Local\Google\Chrome\User Data\Default\GPUCache,2022-04-05 오후 9:29:35
databases,C:\Users\User\AppData\Local\Google\Chrome\User Data\Default\databases,2022-04-05 오후 9:29:25
Cache_Data,C:\Users\User\AppData\Local\Google\Chrome\User Data\Default\Cache\Cache_Data,2022-04-05 오후 9:28:52
Cache,C:\Users\User\AppData\Local\Google\Chrome\User Data\Default\Cache,2022-04-05 오후 9:28:52
Windows,C:\Users\User\AppData\LocalLow\Microsoft\Windows,2022-04-05 오후 9:27:38
Microsoft,C:\Users\User\AppData\LocalLow\Microsoft,2022-04-05 오후 9:27:38
LocalLow,C:\Users\User\AppData\LocalLow,2022-04-05 오후 9:27:33
sppcext.dll,C:\Windows\System32\sppcext.dll,2022-04-05 오후 2:44:50
sppcext.dll,C:\Windows\System32\sppcext.dll,2022-04-05 오후 2:44:25
svchost.exe,svchost.exe,2022-03-31 오후 12:37:51
SearchApp.exe,SearchApp.exe,2022-03-30 오후 1:28:52
b162310d38f15ea93af5d4c743b7590f,b162310d38f15ea93af5d4c743b7590f,2022-03-29 오후 1:24:13
superfetch_csv,superfetch_csv,2022-03-29 오후 1:24:04
OpenWith.exe,C:\Windows\System32\OpenWith.exe,2022-03-28 오후 12:42:15
Desktop.7z,C:\Users\User\Desktop\Desktop.7z,2022-03-28 오후 12:31:54
VMWARE-VMX.EXE,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\x64\VMWARE-VMX.EXE,2022-03-28 오전 11:15:55
VMWARE-VMX.EXE,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\x64\VMWARE-VMX.EXE,2022-03-28 오전 4:46:57
VMWARE-VMX.EXE,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\x64\VMWARE-VMX.EXE,2022-03-28 오전 4:31:55
superfetch_csv,superfetch_csv,2022-03-28 오전 3:04:44
CrowdResponse,CrowdResponse,2022-03-28 오전 2:39:58
Tool,C:\Tool,2022-03-28 오전 12:57:24
Scripts,C:\Python27\Scripts,2022-03-27 오후 10:23:43
Python27,C:\Python27,2022-03-27 오후 10:23:43
addins,C:\Windows\addins,2022-03-25 오전 10:55:08
PolicyDefinitions,C:\Windows\PolicyDefinitions,2022-03-25 오전 10:54:54
WinSxS,C:\Windows\WinSxS,2022-03-25 오전 10:54:45
amd64_c_fsinfrastructure.inf.resources_31bf3856ad364e35_10.0.19041.1_ko-kr_2c3007220029fc34,C:\Windows\WinSxS\amd64_c_fsinfrastructure.inf.resources_31bf3856ad364e35_10.0.19041.1_ko-kr_2c3007220029fc34,2022-03-25 오전 10:54:45
ReadyBoot,C:\Windows\prefetch\ReadyBoot,2022-03-25 오전 10:34:07
prefetch,C:\Windows\prefetch,2022-03-25 오전 10:34:07
ESD,C:\ESD,2022-03-25 오전 10:33:02
Boot,C:\Boot,2022-03-25 오전 10:32:59
sm_da,C:\Boot\sm_da,2022-03-25 오전 10:32:59
All Users,C:\MSOCache\All Users,2022-03-25 오전 10:32:49
{90160000-00A1-0412-1000-0000000FF1CE}-C,C:\MSOCache\All Users\{90160000-00A1-0412-1000-0000000FF1CE}-C,2022-03-25 오전 10:32:49
MSOCache,C:\MSOCache,2022-03-25 오전 10:32:48
Intel,C:\ProgramData\Intel,2022-03-25 오전 10:32:40
callbackdisk-,C:\ProgramData\AccessData\LMS\callbackdisk-,2022-03-25 오전 10:32:16
LMS,C:\ProgramData\AccessData\LMS,2022-03-25 오전 10:32:16
AccessData,C:\ProgramData\AccessData,2022-03-25 오전 10:32:15
Scratch,C:\$WinREAgent\Scratch,2022-03-25 오전 10:31:58
$WinREAgent,C:\$WinREAgent,2022-03-25 오전 10:31:58
Panther,C:\$Windows.~WS\Sources\Panther,2022-03-25 오전 10:31:53
Sources,C:\$Windows.~WS\Sources,2022-03-25 오전 10:31:53
$Windows.~WS,C:\$Windows.~WS,2022-03-25 오전 10:31:52
Sources,C:\$WINDOWS.~BT\Sources,2022-03-25 오전 10:31:48
Panther,C:\$WINDOWS.~BT\Sources\Panther,2022-03-25 오전 10:31:48
$WINDOWS.~BT,C:\$WINDOWS.~BT,2022-03-25 오전 10:31:46
$SysReset,C:\$SysReset,2022-03-25 오전 10:31:43
Scratch,C:\$SysReset\Scratch,2022-03-25 오전 10:31:40
AppxLogs,C:\$SysReset\AppxLogs,2022-03-25 오전 10:31:37
CloudImage,C:\$SysReset\CloudImage,2022-03-25 오전 10:31:35
WinRE,C:\$SysReset\Logs\WinRE,2022-03-25 오전 10:31:32
Logs,C:\$SysReset\Logs,2022-03-25 오전 10:31:32
MDM,C:\$SysReset\MDM,2022-03-25 오전 10:31:26
NewBie DegiterForensic,SecurityFirst\NewBie DegiterForensic,2022-03-24 오전 9:04:24
RiotClientUxRender.exe,D:\Riot Games\Riot Client\UX\RiotClientUxRender.exe,2022-03-21 오후 9:48:53
c1607d6f2ba2f9eb5d6f6e5e50bd01e3_t.jpeg,C:\Users\User\Desktop\c1607d6f2ba2f9eb5d6f6e5e50bd01e3_t.jpeg,2022-03-20 오후 6:42:22
RiotClientUxRender.exe,D:\Riot Games\Riot Client\UX\RiotClientUxRender.exe,2022-03-20 오후 3:38:07
Crypto,Users\User\Crypto,2022-03-18 오전 2:13:12
Keys,Users\User\Crypto\Keys,2022-03-18 오전 2:13:12
User,Users\User,2022-03-18 오전 2:13:12
Users,Users,2022-03-18 오전 2:13:11
as.csv,C:\Users\User\Desktop\as.csv,2022-03-18 오전 2:04:54
USB_Imaging.E01,C:\Users\User\Desktop\USB_Imaging.E01,2022-03-17 오후 11:18:27
2021-2,Me\2021-2,2022-03-13 오후 10:32:41
solution,solution,2022-03-13 오후 10:29:22
RiotClientUxRender.exe,D:\Riot Games\Riot Client\UX\RiotClientUxRender.exe,2022-03-09 오후 1:26:21
x64,Tool\release\x64,2022-03-09 오전 2:19:50
plugins,Tool\release\x64\plugins,2022-03-09 오전 2:19:50
